title,date,make,year,price,VIN,fuel,odometer,cylinders,paint color,title status,transmission,type,link
2007 Toyota Camry LE,2017-09-04 19:40,toyota,2007,$5700,4t1be46k17u106630,gas,16085,4 cylinders,silver,salvage,manual,sedan,https://sacramento.craigslist.org/cto/d/2007-toyota-camry-le/6275328116.html
Dodge Ram 3500 diesel,2017-09-04 19:40,NOT INDICATED,3500,$29000,NOT INDICATED,diesel,60600,6 cylinders,blue,clean,manual,pickup,https://sacramento.craigslist.org/cto/d/dodge-ram-3500-diesel/6293371699.html
***** 2008 Toyota Sienna *** Wheel Chair / RAMP *** CLEAN TITLE  ** Handicap  **,2017-09-04 19:40,toyota,2008,$1999,NOT INDICATED,gas,NOT INDICATED,6 cylinders,NOT INDICATED,clean,automatic,van,https://sacramento.craigslist.org/cto/d/2008-toyota-sienna-wheel/6293371668.html
1990 Ford Mustang Drag Car,2017-09-04 19:40,Ford,1990,$8500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,missing,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1990-ford-mustang-drag-car/6257025080.html
2007 toyota camray hybrid,2017-09-04 19:40,toyota,2007,$5700,NOT INDICATED,gas,169000,4 cylinders,grey,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2007-toyota-camray-hybrid/6293371639.html
2003 LEXUS ES 300 - 120K MILES - CLEAN CARFAX - CLEAN TITLE!!!,2017-09-04 19:39,lexus,2003,$6000,JTHBF30G730101318,gas,120000,6 cylinders,silver,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2003-lexus-esk-miles-clean/6290855326.html
1990 HDJ81 Land Cruiser,2017-09-04 19:39,NOT INDICATED,1990,$18500,1HDT81,diesel,128000,6 cylinders,black,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1990-hdj81-land-cruiser/6257193065.html
Amazing fully loaded CTS Premium Luxury AWD! Don't miss!,2017-09-04 19:38,NOT INDICATED,NOT INDICATED,$44900,NOT INDICATED,gas,7000,6 cylinders,silver,clean,other,sedan,https://sacramento.craigslist.org/cto/d/amazing-fully-loaded-cts/6261886754.html
2003 chevy Silverado 4x4 extra cab,2017-09-04 19:37,chevy,2003,$5000,NOT INDICATED,gas,186000,8 cylinders,black,clean,automatic,pickup,https://sacramento.craigslist.org/cto/d/2003-chevy-silverado-4x4/6293369707.html
95 Honda Accord,2017-09-04 19:36,honda,1995,$950,1HGCD5630SA132044,gas,193000,4 cylinders,green,salvage,automatic,sedan,https://sacramento.craigslist.org/cto/d/95-honda-accord/6293369194.html
2011 Volkswagen Tiguan LOW MILEAGE,2017-09-04 19:35,volkswagen,2011,$10999,NOT INDICATED,gas,77000,4 cylinders,white,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2011-volkswagen-tiguan-low/6257146567.html
2011 Volkswagen Tiguan LOW MILEAGE,2017-09-04 19:35,volkswagen,2011,$10999,NOT INDICATED,gas,77000,4 cylinders,white,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2011-volkswagen-tiguan-low/6257157543.html
2005 Chevy duramax,2017-09-04 19:35,chevy,2005,$13500,NOT INDICATED,diesel,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2005-chevy-duramax/6293368087.html
"Acura Integra, GSR 1996, 2 door, hatchback.",2017-09-04 19:35,acura,1996,$1500,NOT INDICATED,gas,308000,NOT INDICATED,NOT INDICATED,clean,manual,coupe,https://sacramento.craigslist.org/cto/d/acura-integra-gsrdoor/6293367716.html
"2008 Lexus Es 350 fully loaded, LOW MILES, Great Condition.",2017-09-04 19:34,lexus,2008,$9400,NOT INDICATED,gas,NOT INDICATED,6 cylinders,black,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2008-lexus-es-350-fully/6293330361.html
Mazda Miata 1992,2017-09-04 19:33,mazda,1992,$2900,NOT INDICATED,gas,75672,4 cylinders,yellow,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/mazda-miata-1992/6293366784.html
Classic 1964 Military Jeep,2017-09-04 19:32,jeep,1964,$6500,NOT INDICATED,gas,NOT INDICATED,8 cylinders,blue,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/classic-1964-military-jeep/6261958001.html
Classic 1964 Military Jeep,2017-09-04 19:32,jeep,1964,$6500,NOT INDICATED,gas,NOT INDICATED,8 cylinders,blue,clean,manual,SUV,https://sacramento.craigslist.org/cto/d/classic-1964-military-jeep/6265873381.html
1999 Toyota Sienna LE,2017-09-04 19:32,toyota,1999,$850,NOT INDICATED,gas,NOT INDICATED,6 cylinders,green,clean,automatic,mini-van,https://sacramento.craigslist.org/cto/d/1999-toyota-sienna-le/6282701870.html
2000 ford lightning,2017-09-04 19:32,ford,2000,$14,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2000-ford-lightning/6293365486.html
2007 Honda Accord se,2017-09-04 19:31,honda,2007,$4400,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2007-honda-accord-se/6293365240.html
2006 Nissan Ultima Best offer,2017-09-04 19:31,nissan,2006,$3300,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2006-nissan-ultima-best-offer/6285558428.html
2001 Mercedes S500 Only 98K miles,2017-09-04 19:31,NOT INDICATED,2001,$6995,WDBNG75J71A183872,gas,98083,8 cylinders,blue,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2001-mercedes-s500-only-98k/6293365079.html
Whitestar Light truck premium tire chains,2017-09-04 19:31,NOT INDICATED,NOT INDICATED,$40,NOT INDICATED,other,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,other,NOT INDICATED,https://sacramento.craigslist.org/cto/d/whitestar-light-truck-premium/6293364560.html
plymouth barracuda Trade,2017-09-04 19:30,plymouth,NOT INDICATED,$29000,NOT INDICATED,gas,114000,8 cylinders,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/plymouth-barracuda-trade/6253806326.html
1970 Toyota Landcruiser FJ40,2017-09-04 19:30,toyota,1970,$27000,FJ4074725,gas,92237,6 cylinders,silver,clean,manual,SUV,https://sacramento.craigslist.org/cto/d/1970-toyota-landcruiser-fj40/6276023242.html
2002 PONTIAC FIREBIRD TRANS AM WS6  T TOPS 5400.00,2017-09-04 19:30,pontiac,2002,$5400,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2002-pontiac-firebird-trans/6290571814.html
2013 Hyundai elantra gls,2017-09-04 19:30,hyundai,2013,$8500,NOT INDICATED,gas,030125,4 cylinders,blue,salvage,automatic,sedan,https://sacramento.craigslist.org/cto/d/2013-hyundai-elantra-gls/6293363881.html
1989-93 w250 fifth wheel tailgate,2017-09-04 19:30,NOT INDICATED,1989,$200,NOT INDICATED,diesel,146000,6 cylinders,black,clean,automatic,pickup,https://sacramento.craigslist.org/cto/d/w250-fifth-wheel-tailgate/6293363836.html
04 Honda accord,2017-09-04 19:29,honda,2004,$25,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/04-honda-accord/6293363311.html
1999 Saturn SL1 Auto trans,2017-09-04 19:29,saturn,1999,$700,NOT INDICATED,gas,151000,4 cylinders,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1999-saturn-sl1-auto-trans/6293363293.html
2014 FORD FUSION HYBRID,2017-09-04 19:29,ford,2014,$9500,NOT INDICATED,hybrid,NOT INDICATED,4 cylinders,white,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2014-ford-fusion-hybrid/6293357727.html
98 Dodge Ram 1500 Extended Cab,2017-09-04 19:28,NOT INDICATED,1998,$1300,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,red,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/98-dodge-ram-1500-extended-cab/6288127698.html
97 Mazda Miata,2017-09-04 19:27,mazda,1997,$1500,NOT INDICATED,gas,135000,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/97-mazda-miata/6289881627.html
Mercedes Benz E430,2017-09-04 19:27,NOT INDICATED,NOT INDICATED,$4000,NOT INDICATED,gas,199000,8 cylinders,grey,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/mercedes-benz-e430/6273022384.html
63 mercury meteor,2017-09-04 19:27,mercury,1963,NOT INDICATED,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/63-mercury-meteor/6293361729.html
"2003 Volkswagen Jetta Wagon, AC blows Cold, Clean Title!",2017-09-04 19:27,NOT INDICATED,2003,$2100,NOT INDICATED,gas,168884,4 cylinders,silver,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2003-volkswagen-jetta-wagon/6293361345.html
2005 Subaru Legacy Wagon Outback 2.5 - Manual - Clean Carfax & Title!!,2017-09-04 19:26,subaru,2005,$5250,NOT INDICATED,gas,167000,4 cylinders,white,clean,manual,wagon,https://sacramento.craigslist.org/cto/d/2005-subaru-legacy-wagon/6281786370.html
2015 Nissan Altima 4dr Sdn I4 2.5 S,2017-09-04 19:25,nissan,2015,NOT INDICATED,1N4AL3AP3FC423354,gas,40279,NOT INDICATED,NOT INDICATED,clean,other,sedan,https://sacramento.craigslist.org/ctd/d/2015-nissan-altima-4dr-sdn-i4/6293359958.html
2004 Ford Escape XLT,2017-09-04 19:25,ford,2004,$7995,1FMCU03114KB39923,other,90505,NOT INDICATED,white,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2004-ford-escape-xlt/6293359893.html
Toyota 4Runner,2017-09-04 19:24,toyota,NOT INDICATED,$8700,NOT INDICATED,gas,144,NOT INDICATED,white,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/toyota-4runner/6289721061.html
1999 Chevy Suburban 4wd 1500 9-passenger,2017-09-04 19:24,chevy,1999,$1000,NOT INDICATED,gas,128,8 cylinders,white,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/1999-chevy-suburban/6293359353.html
2015 Mercedes Benz S550 Loaded AMG KIT,2017-09-04 19:24,NOT INDICATED,2015,$59900,NOT INDICATED,gas,49000,NOT INDICATED,black,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2015-mercedes-benz-s550/6282123679.html
2006 Volkswagen Jetta TDI,2017-09-04 19:24,volkswagen,2006,$5000,NOT INDICATED,diesel,205000,NOT INDICATED,blue,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2006-volkswagen-jetta-tdi/6293359042.html
2002 kia sedona,2017-09-04 19:24,kia,2002,$1200,NOT INDICATED,gas,131605,6 cylinders,green,clean,automatic,van,https://sacramento.craigslist.org/cto/d/2002-kia-sedona/6293358948.html
2003 BMW 325 Manual 5 Speed,2017-09-04 19:23,bmw,2003,$3200,NOT INDICATED,gas,280000,6 cylinders,green,clean,manual,sedan,https://sacramento.craigslist.org/cto/d/2003-bmw-325-manual-5-speed/6293358540.html
2010 Porsche Cayenne / S / GTS / 68K Miles /,2017-09-04 19:23,porsche,2010,$20000,NOT INDICATED,gas,68000,NOT INDICATED,black,salvage,automatic,SUV,https://sacramento.craigslist.org/cto/d/2010-porsche-cayenne-gts-68k/6254571510.html
2013 Mercedes E350 Convertible,2017-09-04 19:22,NOT INDICATED,2013,$31995,wddkk5kf0df206087,gas,25200,6 cylinders,black,clean,automatic,convertible,https://sacramento.craigslist.org/cto/d/2013-mercedes-e350-convertible/6293358013.html
1998 Ford E-450 Startrans Paratransit Shuttle Bus,2017-09-04 19:22,ford,1998,$11500,1FDXE40SXWHC06280,gas,30451,10 cylinders,white,clean,automatic,bus,https://sacramento.craigslist.org/cto/d/1998-ford-450-startrans/6293357844.html
Toyota Corolla 2005,2017-09-04 19:22,toyota,2005,$5500,NOT INDICATED,gas,150400,4 cylinders,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/toyota-corolla-2005/6288300138.html
2013 Toyota Rav4 XLE AWD,2017-09-04 19:22,toyota,2013,$19499,NOT INDICATED,gas,28000,4 cylinders,grey,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/2013-toyota-rav4-xle-awd/6293357357.html
2009 GMC C-5500 Starcraft Paratransit Shuttle Bus,2017-09-04 19:22,gmc,2009,$12500,1GDE5V1909F401622,diesel,232989,8 cylinders,white,clean,automatic,bus,https://sacramento.craigslist.org/cto/d/2009-gmc-5500-starcraft/6293357358.html
"Lexus RX 350 2008, leather , gps navigation, sunroof, two touchscreen.",2017-09-04 19:21,lexus,1950,$8500,2T2GK31U98C038495,gas,170000,6 cylinders,white,salvage,automatic,SUV,https://sacramento.craigslist.org/cto/d/lexus-rxleather-gps/6293357327.html
1986 Nissan hard body 4x4,2017-09-04 19:21,nissan,1986,$1200,NOT INDICATED,gas,180000,4 cylinders,NOT INDICATED,clean,manual,pickup,https://sacramento.craigslist.org/cto/d/1986-nissan-hard-body-4x4/6293357235.html
2004 Ford E-450 Startrans Paratransit Shuttle Bus,2017-09-04 19:21,ford,2004,$12500,1FDXE45SX4HA37125,gas,95358,10 cylinders,white,clean,automatic,bus,https://sacramento.craigslist.org/cto/d/2004-ford-450-startrans/6293356914.html
2004 Ford E-450 Federal Coach Shuttle Bus,2017-09-04 19:20,ford,2004,$10500,1FDXE45S84HA08173,gas,181695,10 cylinders,custom,clean,automatic,bus,https://sacramento.craigslist.org/cto/d/2004-ford-450-federal-coach/6293356165.html
2008 Toyota Highlander Limited ALL CREDITS WELCOME,2017-09-04 19:20,toyota,2008,$11999,JTEDS42A082010595,other,151334,NOT INDICATED,NOT INDICATED,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2008-toyota-highlander/6293355871.html
2016 Diamond Coach 23 Passenger Ford E-450 Shuttle Bus,2017-09-04 19:19,ford,2016,$64500,NOT INDICATED,gas,5000,10 cylinders,custom,clean,automatic,bus,https://sacramento.craigslist.org/cto/d/2016-diamond-coach-23/6293355544.html
"Porsche Cayenne S with GTS package, only 68000 Miles",2017-09-04 19:19,porsche,8000,$20000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,black,salvage,automatic,SUV,https://sacramento.craigslist.org/cto/d/porsche-cayenne-with-gts/6293355411.html
2013 Toyota Venza XLE AWD,2017-09-04 19:18,toyota,2013,$19500,NOT INDICATED,gas,58000,6 cylinders,grey,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2013-toyota-venza-xle-awd/6256240437.html
1970 Bay Window Sunroof Bus,2017-09-04 19:18,NOT INDICATED,1970,$2800,NOT INDICATED,gas,NOT INDICATED,4 cylinders,blue,clean,manual,bus,https://sacramento.craigslist.org/cto/d/1970-bay-window-sunroof-bus/6293354628.html
Toyota Camry LE 2012,2017-09-04 19:18,toyota,2012,$12200,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/cto/d/toyota-camry-le-2012/6289579521.html
2005 Nissan Murano,2017-09-04 19:18,nissan,2005,$1200,NOT INDICATED,gas,134600,6 cylinders,black,salvage,automatic,SUV,https://sacramento.craigslist.org/cto/d/2005-nissan-murano/6293354221.html
2016 Dodge Ram 2500 Cummins 4x4,2017-09-04 19:18,NOT INDICATED,2016,$40500,NOT INDICATED,diesel,NOT INDICATED,6 cylinders,silver,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/2016-dodge-ram-2500-cummins/6293354210.html
1996 Nissan pickup,2017-09-04 19:17,nissan,1996,$3000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/1996-nissan-pickup/6254398284.html
Toyota Camry with clean title,2017-09-04 19:17,toyota,NOT INDICATED,$8299,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/cto/d/toyota-camry-with-clean-title/6289564983.html
1970 Chevy C10 Pickup Truck,2017-09-04 19:17,chevy,1970,$2900,NOT INDICATED,gas,NOT INDICATED,8 cylinders,red,clean,manual,pickup,https://sacramento.craigslist.org/cto/d/1970-chevy-c10-pickup-truck/6293353852.html
78 montecarlo,2017-09-04 19:17,NOT INDICATED,1978,$500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,black,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/78-montecarlo/6293353859.html
"2013 HYUNDAI ELANTRA GLS SEDAN 4D, 4-CYL, 1.8 LITER, FWD **36K MILES**",2017-09-04 19:16,hyundai,2013,$10751,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2013-hyundai-elantra-gls/6293352840.html
1998 MERCURY VILLAGER,2017-09-04 19:16,mercury,1998,$1000,NOT INDICATED,gas,NOT INDICATED,6 cylinders,blue,clean,automatic,van,https://sacramento.craigslist.org/cto/d/1998-mercury-villager/6293352607.html
2011 Ford Fusion Low Miles,2017-09-04 19:15,ford,2011,$6000,NOT INDICATED,gas,71000,4 cylinders,grey,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2011-ford-fusion-low-miles/6277359076.html
2016 BMW 328i - LOW PMT!,2017-09-04 19:14,bmw,2016,$396,NOT INDICATED,gas,18800,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2016-bmw-328i-low-pmt/6285989528.html
2005 gmc Dinali,2017-09-04 19:14,gmc,2005,$6000,NOT INDICATED,gas,240000,8 cylinders,grey,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/2005-gmc-dinali/6293351580.html
2012 Nissan Frontier SL Crew Cab (loaded),2017-09-04 19:14,nissan,2012,$16750,NOT INDICATED,gas,90012,6 cylinders,grey,clean,automatic,pickup,https://sacramento.craigslist.org/cto/d/2012-nissan-frontier-sl-crew/6288684202.html
2009 toyota sienna le,2017-09-04 19:14,toyota,2009,$11000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2009-toyota-sienna-le/6293351358.html
2001 f250 7.3 4x4,2017-09-04 19:14,NOT INDICATED,2001,$25000,NOT INDICATED,diesel,76000,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2001-fx4/6293351268.html
1993 Pontiac Firebird Formula,2017-09-04 19:13,pontiac,1993,$6000,NOT INDICATED,gas,74000,8 cylinders,white,clean,automatic,coupe,https://sacramento.craigslist.org/cto/d/1993-pontiac-firebird-formula/6287349018.html
Volvo XC90 LOW MILES,2017-09-04 19:13,volvo,1990,$5,NOT INDICATED,gas,105,5 cylinders,silver,salvage,automatic,SUV,https://sacramento.craigslist.org/cto/d/volvo-xc90-low-miles/6293350776.html
2002 Chevy Duramax 4x4,2017-09-04 19:13,chevy,2002,$17500,NOT INDICATED,diesel,174000,8 cylinders,white,clean,automatic,pickup,https://sacramento.craigslist.org/cto/d/2002-chevy-duramax-4x4/6293294236.html
2011 accord,2017-09-04 19:13,NOT INDICATED,2011,$9000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2011-accord/6256270760.html
2008 BMW 7 SERIES 750LI*Luxury*CleanTitle*LowMileage*FullyLoaded*Navi*,2017-09-04 19:12,bmw,2008,$10998,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2008-bmw-7-series/6293349715.html
1992 25th anniversary edition Camaro,2017-09-04 19:12,NOT INDICATED,1992,$4200,NOT INDICATED,gas,181000,8 cylinders,blue,clean,automatic,hatchback,https://sacramento.craigslist.org/cto/d/th-anniversary-edition-camaro/6281642080.html
"2006 Jeep Wrangler -- PRICE REDUCED -- $17,000 OBO",2017-09-04 19:11,jeep,2006,$17000,NOT INDICATED,gas,70000,6 cylinders,silver,clean,manual,SUV,https://sacramento.craigslist.org/cto/d/2006-jeep-wrangler-price/6293348236.html
1999 Honda Civic,2017-09-04 19:08,honda,1999,$2100,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1999-honda-civic/6293346454.html
2005 Ford Mustang GT Deluxe 2dr *MANUAL* Convertible*CleanTitle,2017-09-04 19:08,Ford,2005,$10998,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2005-ford-mustang-gt-deluxe/6293346428.html
2006 GMC Yukon XL Denali AWD 4dr SUV 6.0L V8  * ONE OWNER * MUST SEE *,2017-09-04 19:08,gmc,2006,$10495,1GKFK66U16J142561,gas,133436,8 cylinders,white,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2006-gmc-yukon-xl-denali-awd/6293345779.html
2016 toyota prius c,2017-09-04 19:07,toyota,2016,$11200,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2016-toyota-prius/6253094468.html
TOYOTA CAMRY SOLARA SE 2006,2017-09-04 19:07,toyota,2006,$5700,4t1ce38p36u741564,gas,133800,4 cylinders,silver,clean,automatic,coupe,https://sacramento.craigslist.org/cto/d/toyota-camry-solara-se-2006/6288444853.html
2006 toyota tundra SR5 (low miles),2017-09-04 19:07,toyota,2006,$12300,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2006-toyota-tundra-sr5-low/6282369596.html
Cadillac 1999 Seville low low millage,2017-09-04 19:07,cadillac,1999,$2800,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/cto/d/cadillac-1999-seville-low-low/6290793810.html
1999 Cadillac SLS  92K original miles,2017-09-04 19:07,cadillac,1999,$2800,92938,gas,92938,8 cylinders,red,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/1999-cadillac-sls-92k/6290794148.html
Volvo S60 2.5T,2017-09-04 19:07,volvo,1960,$2800,YV1RS592172613014,gas,166000,5 cylinders,black,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/volvo-s60-25t/6293345039.html
Scion FR-S,2017-09-04 19:07,scion,NOT INDICATED,$14500,jf1znaa19f8711802,gas,30000,4 cylinders,white,salvage,automatic,coupe,https://sacramento.craigslist.org/cto/d/scion-fr/6293345013.html
2008 Lincoln MKZ 3.5L V6 Like New Must See *FINANCING FOR ALL *,2017-09-04 19:06,lincoln,2008,$6995,3LNHM26T88R645281,gas,118707,6 cylinders,blue,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2008-lincoln-mkz-35l-v6-like/6293344591.html
First gen cummins,2017-09-04 19:06,NOT INDICATED,NOT INDICATED,$9000,NOT INDICATED,diesel,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/first-gen-cummins/6293344459.html
2007 Honda Accord EX L w/Navi 4dr Sedan  * FINANCING AVAILABLE *,2017-09-04 19:05,honda,2007,$7995,1HGCM56717A032514,gas,129500,4 cylinders,grey,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/2007-honda-accord-ex-w-navi/6293343674.html
Immaculate 2007 Mercedes benz C230 sport,2017-09-04 19:05,NOT INDICATED,2007,$8000,WDBRF52H47F914067,gas,100000,6 cylinders,silver,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/immaculate-2007-mercedes-benz/6293343487.html
2006 Nissan Murano S AWD,2017-09-04 19:05,nissan,2006,$5500,jn8az08w16w528465,gas,125110,6 cylinders,white,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/2006-nissan-murano-awd/6293343357.html
2007 lexus is250 is 250 sports package clean title in hand smogged,2017-09-04 19:04,lexus,2007,$7995,NOT INDICATED,gas,146000,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2007-lexus-is250-is-250/6293327669.html
2006 Nissan Murano S AWD,2017-09-04 19:05,nissan,2006,$5500,jn8az08w16w528465,gas,125110,6 cylinders,white,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/2006-nissan-murano-awd/6293343357.html
2007 lexus is250 is 250 sports package clean title in hand smogged,2017-09-04 19:04,lexus,2007,$7995,NOT INDICATED,gas,146000,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2007-lexus-is250-is-250/6293327669.html
**2007 Hyundai Tucson FWD 4dr Auto GLS **1-OWNER,2017-09-04 19:04,hyundai,2007,$4995,KM8JM12B97U497920,gas,86935,4 cylinders,grey,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2007-hyundai-tucson-fwd-4dr/6293342502.html
2015 Honda Accord,2017-09-04 19:03,honda,2015,$14500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2015-honda-accord/6293342099.html
*2006* *Ford* *Super Duty F-250* *XLT*,2017-09-04 19:02,NOT INDICATED,2006,$10000,1FTNF20576EA08538,gas,104803,8 cylinders,white,clean,automatic,truck,https://sacramento.craigslist.org/ctd/d/2006-ford-super-duty-250-xlt/6293340639.html
Infinity I30,2017-09-04 19:01,NOT INDICATED,NOT INDICATED,$1600,NOT INDICATED,gas,NOT INDICATED,6 cylinders,green,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/infinity-i30/6293340319.html
2013 HYUNDAI VELOSTER,2017-09-04 19:01,hyundai,2013,$10900,NOT INDICATED,gas,52200,4 cylinders,white,clean,manual,hatchback,https://sacramento.craigslist.org/cto/d/2013-hyundai-veloster/6289198988.html
2009 Ford Mustang V6 Deluxe 2dr Coupe*Manual*Clean Title,2017-09-04 18:59,Ford,2009,$7998,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2009-ford-mustang-v6-deluxe/6293338735.html
2002 GMC Yukon Denali XL6200  OBO,2017-09-04 18:59,gmc,2002,$6200,NOT INDICATED,gas,154370,8 cylinders,black,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2002-gmc-yukon-denali-xl6200/6267682546.html
2015 Jeep Patriot 7900 O.B.O,2017-09-04 18:59,jeep,2015,$7900,NOT INDICATED,gas,45230,4 cylinders,white,salvage,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2015-jeep-patriot-7900-obo/6267683414.html
